genome_ID,CRISPR_Cas,AMR
GCA_003000795.1_ASM300079v1,1,9
GCA_013240385.1_ASM1324038v1,0,9
GCA_900455255.1_43222_G01,0,10
GCA_900607915.1_paerg006,0,9
GCA_900607565.1_paerg001,0,8
GCA_900608125.1_paerg008,0,8
GCA_013240415.1_ASM1324041v1,1,8
GCA_003324465.1_ASM332446v1,1,8
GCA_901482535.1_43874_C01,1,11
GCA_900608035.1_paerg007,1,22
GCA_013240475.1_ASM1324047v1,1,7
GCA_900455405.1_43941_D01,0,9
GCA_003324385.1_ASM332438v1,1,12
GCA_015732085.1_ASM1573208v1,1,9
GCA_000743405.1_PAG,0,9
GCA_001483235.1_ASM148323v1,0,10
GCA_013240375.1_ASM1324037v1,0,9
GCA_001874795.1_ASM187479v1,1,22
GCA_013240515.1_ASM1324051v1,0,8
GCA_009725015.1_ULIV_Paeru4068_1.0,1,15
GCA_002927165.1_ASM292716v1,0,3
GCA_900461635.1_44858_C01,1,8
GCA_002927195.1_ASM292719v1,1,9
GCA_003000755.1_ASM300075v1,1,13
GCA_001086645.1_ASM108664v1,0,20
GCA_016595165.1_ASM1659516v1,1,22
GCA_013240315.1_ASM1324031v1,1,9
GCA_900455295.1_44858_D01,1,8
GCA_015732095.1_ASM1573209v1,1,12
GCA_900706985.1_37554_E01,1,7
GCA_002263685.1_ASM226368v1,0,9
GCA_001874975.1_ASM187497v1,0,14
GCA_003703855.1_ASM370385v1,0,9
GCA_002927095.1_ASM292709v1,1,8
GCA_900455205.1_43222_H01,1,9
GCA_002927135.1_ASM292713v1,0,15
GCA_002724075.1_P._aeruginosa_F34365,1,8
GCA_900455355.1_43366_F01,1,9
GCA_002211545.1_ASM221154v1,1,16
GCA_013240425.1_ASM1324042v1,1,9
GCA_000629425.1_Pseu_aeru_BWH058_V1,1,0
GCA_900455385.1_43366_E01,1,9
GCA_002927155.1_ASM292715v1,0,9
GCA_900455145.1_43251_E01,1,8
GCA_000481205.1_Pseu_aeru_BWH025_V1,1,0
GCA_002927035.1_ASM292703v1,0,16
GCA_001875205.1_ASM187520v1,0,9
GCA_001086635.1_ASM108663v1,0,20
GCA_901010245.1_Pseudomonas_aeruginosa,1,9
GCA_001874995.1_ASM187499v1,0,14
GCA_001806505.1_ASM180650v1,0,18
GCA_002927235.1_ASM292723v1,0,16
GCA_001875165.1_ASM187516v1,1,17
GCA_001086625.1_ASM108662v1,0,9
GCA_001086745.1_ASM108674v1,0,20
GCA_002724095.1_P._aeruginosa_X9820,1,8
GCA_000296325.1_PAO579-1.0,0,0
GCA_000685845.1_ASM68584v1,0,0
GCA_000481125.1_Pseu_aeru_BL01_V1,1,0
GCA_003324555.1_ASM332455v1,1,8
GCA_901456165.1_9_P_PA_hybrid_assembly,1,16
GCA_000629485.1_Pseu_aeru_BWH055_V1,0,0
GCA_000481465.1_Pseu_aeru_BWH012_V1,1,0
GCA_002927215.1_ASM292721v1,0,9
GCA_000480745.1_Pseu_aeru_BL20_V1,0,0
GCA_901456185.1_11_P_PA_hybrid_assembly,1,16
GCA_002591765.1_ASM259176v1,0,9
GCA_000480825.1_Pseu_aeru_BL16_V1,1,0
GCA_003703685.1_ASM370368v1,0,9
GCA_900455395.1_43251_H01,1,9
GCA_000481105.1_Pseu_aeru_BL02_V1,1,0
GCA_000481665.1_Pseu_aeru_BWH002_V1,0,0
GCA_901456215.1_39_P_PA_hybrid_assembly,1,16
GCA_000520315.1_Pseu_aeru_BWHPSA044_V1,1,0
GCA_900455115.1_43295_E02,1,7
GCA_000480455.1_Pseu_aeru_3569_V1,0,0
GCA_000481805.1_Pseu_aeru_JJ692_V1,0,0
GCA_000215795.5_PA15_miseq,0,0
GCA_001086725.1_ASM108672v1,0,17
GCA_000480785.1_Pseu_aeru_BL18_V1,1,0
GCA_000629405.1_Pseu_aeru_BWH059_V1,1,0
GCA_003055505.1_ASM305550v1,1,8
GCA_000481045.1_Pseu_aeru_BL05_V1,0,0
GCA_000481485.1_Pseu_aeru_BWH011_V1,0,0
GCA_001086735.1_ASM108673v1,0,18
GCA_000481985.1_Pseu_aeru_MSH3_V1,1,0
GCA_000480535.1_Pseu_aeru_3098_V1,1,0
GCA_000520435.1_Pseu_aeru_BWHPSA038_V1,1,0
GCA_000480415.1_Pseu_aeru_3571_V1,0,0
GCA_000481945.1_Pseu_aeru_CF127_V1,0,0
GCA_000480615.1_Pseu_aeru_3094_V1,1,0
GCA_901456195.1_37_P_PA_hybrid_assembly,1,16
GCA_001086655.1_ASM108665v1,0,18
GCA_001086755.1_ASM108675v1,1,16
GCA_003975665.1_ASM397566v1,1,8
GCA_000481845.1_Pseu_aeru_UDL_V1,1,0
GCA_000480595.1_Pseu_aeru_3095_V1,1,0
GCA_000481905.1_Pseu_aeru_CF27_V1,1,0
GCA_000480645.1_Pseu_aeru_BL25_V1,0,0
GCA_000481925.1_Pseu_aeru_CF18_V1,1,0
GCA_000481425.1_Pseu_aeru_BWH014_V1,1,0
GCA_000520255.1_Pseu_aeru_BWHPSA047_V1,0,0
GCA_000480725.1_Pseu_aeru_BL21_V1,1,0
GCA_000480945.1_Pseu_aeru_BL10_V1,1,0
GCA_000480555.1_Pseu_aeru_3097_V1,1,0
GCA_000481325.1_Pseu_aeru_BWH019_V1,0,0
GCA_000481585.1_Pseu_aeru_BWH006_V1,0,0
GCA_900455535.1_59178_F01,1,18
GCA_003698855.1_ASM369885v1,1,8
GCA_004373595.1_ASM437359v1,1,9
GCA_004372905.1_ASM437290v1,1,9
GCA_000480905.1_Pseu_aeru_BL12_V1,1,0
GCA_000404265.1_Pseu_aeru_PA14_V1,1,0
GCA_900455565.1_44982_A01,0,10
GCA_000480495.1_Pseu_aeru_3567_V1,1,0
GCA_004372615.1_ASM437261v1,1,9
GCA_000480865.1_Pseu_aeru_BL14_V1,0,0
GCA_004374265.1_ASM437426v1,1,8
GCA_000481545.1_Pseu_aeru_BWH008_V1,1,0
GCA_000520395.1_Pseu_aeru_BWHPSA040_V1,1,0
GCA_000481005.1_Pseu_aeru_BL07_V1,1,0
GCA_004374585.1_ASM437458v1,1,9
GCA_004374205.1_ASM437420v1,1,9
GCA_000481865.1_Pseu_aeru_X24509_V1,0,0
GCA_003973895.1_ASM397389v1,0,8
GCA_000481625.1_Pseu_aeru_BWH004_V1,1,0
GCA_003836905.1_ASM383690v1,1,8
GCA_000407905.1_Pseu_aeru_MSH-10_V1,1,0
GCA_000481885.1_Pseu_aeru_CF5_V1,1,0
GCA_003835985.1_ASM383598v1,1,8
GCA_004372815.1_ASM437281v1,1,9
GCA_000481365.1_Pseu_aeru_BWH017_V1,0,0
GCA_003976555.1_ASM397655v1,1,9
GCA_000481145.1_Pseu_aeru_BWH028_V1,1,0
GCA_000482005.1_Pseu_aeru_E2_V1,1,0
GCA_000481565.1_Pseu_aeru_BWH007_V1,0,0
GCA_003974565.1_ASM397456v1,1,9
GCA_000481285.1_Pseu_aeru_BWH021_V1,1,0
GCA_000480355.1_Pseu_aeru_CF614_V1,0,0
GCA_000481025.1_Pseu_aeru_BL06_V1,0,0
GCA_003975025.1_ASM397502v1,1,9
GCA_000480475.1_Pseu_aeru_3568_V1,1,0
GCA_003976675.1_ASM397667v1,1,9
GCA_003840385.1_ASM384038v1,1,8
GCA_000480765.1_Pseu_aeru_BL19_V1,1,0
GCA_004372705.1_ASM437270v1,0,10
GCA_000481445.1_Pseu_aeru_BWH013_V1,0,0
GCA_001875185.1_ASM187518v1,1,18
GCA_000480925.1_Pseu_aeru_BL11_V1,0,0
GCA_000480375.1_Pseu_aeru_CF77_V1,0,0
GCA_000480965.1_Pseu_aeru_BL09_V1,0,0
GCA_003975755.1_ASM397575v1,1,9
GCA_004371155.1_ASM437115v1,1,9
GCA_004370515.1_ASM437051v1,1,9
GCA_004370295.1_ASM437029v1,0,9
GCA_000481385.1_Pseu_aeru_BWH016_V1,0,0
GCA_000982155.1_ASM98215v1,1,0
GCA_003838935.1_ASM383893v1,0,9
GCA_000629365.1_Pseu_aeru_PS75_V1,1,0
GCA_000480395.1_Pseu_aeru_3572_V1,0,0
GCA_003976805.1_ASM397680v1,1,8
GCA_003840885.1_ASM384088v1,1,9
GCA_002237085.1_ASM223708v1,1,8
GCA_003975225.1_ASM397522v1,1,9
GCA_004371665.1_ASM437166v1,1,8
GCA_003974095.1_ASM397409v1,1,8
GCA_003839825.1_ASM383982v1,1,8
GCA_003838695.1_ASM383869v1,1,8
GCA_003836025.1_ASM383602v1,1,8
GCA_003858125.1_ASM385812v1,1,8
GCA_003836125.1_ASM383612v1,1,8
GCA_003838765.1_ASM383876v1,1,8
GCA_004371505.1_ASM437150v1,1,8
GCA_004370535.1_ASM437053v1,1,9
GCA_003837625.1_ASM383762v1,1,9
GCA_004374515.1_ASM437451v1,1,9
GCA_003975485.1_ASM397548v1,1,8
GCA_004374095.1_ASM437409v1,1,9
GCA_003975435.1_ASM397543v1,1,8
GCA_003975415.1_ASM397541v1,1,8
GCA_003976235.1_ASM397623v1,1,8
GCA_003974645.1_ASM397464v1,1,9
GCA_004375375.1_ASM437537v1,1,9
GCA_003973825.1_ASM397382v1,1,8
GCA_004378725.1_ASM437872v1,1,8
GCA_004374625.1_ASM437462v1,1,8
GCA_000481225.1_Pseu_aeru_BWH024_V1,1,0
GCA_000481965.1_Pseu_aeru_MSH10_V1,1,0
GCA_003973915.1_ASM397391v1,1,9
GCA_000482025.1_Pseu_aeru_62_V1,1,0
GCA_004371555.1_ASM437155v1,1,9
GCA_003974205.1_ASM397420v1,0,9
GCA_003836165.1_ASM383616v1,0,8
GCA_003974625.1_ASM397462v1,1,8
GCA_003976565.1_ASM397656v1,1,8
GCA_004369935.1_ASM436993v1,0,9
GCA_003833805.1_ASM383380v1,1,8
GCA_003840585.1_ASM384058v1,1,11
GCA_004373745.1_ASM437374v1,1,9
GCA_004373235.1_ASM437323v1,1,8
GCA_004373175.1_ASM437317v1,1,8
GCA_004373195.1_ASM437319v1,1,8
GCA_004373225.1_ASM437322v1,1,8
GCA_004373725.1_ASM437372v1,1,9
GCA_004373675.1_ASM437367v1,1,8
GCA_004372445.1_ASM437244v1,1,9
GCA_003974695.1_ASM397469v1,1,9
GCA_003975645.1_ASM397564v1,1,8
GCA_003839465.1_ASM383946v1,1,8
GCA_009727235.1_ASM972723v1,1,8
GCA_002312695.1_ASM231269v1,1,8
GCA_004374525.1_ASM437452v1,1,9
GCA_004372595.1_ASM437259v1,1,9
GCA_004373585.1_ASM437358v1,1,9
GCA_004371805.1_ASM437180v1,1,8
GCA_003976035.1_ASM397603v1,0,8
GCA_003836225.1_ASM383622v1,1,9
GCA_000481725.1_Pseu_aeru_S35004_V1,0,0
GCA_003839205.1_ASM383920v1,1,8
GCA_004371755.1_ASM437175v1,1,13
GCA_002312385.1_ASM231238v1,1,9
GCA_004374065.1_ASM437406v1,1,9
GCA_004372025.1_ASM437202v1,1,8
GCA_003974995.1_ASM397499v1,1,9
GCA_004373025.1_ASM437302v1,1,9
GCA_002204155.1_ASM220415v1,1,8
GCA_000480515.1_Pseu_aeru_3566_V1,1,0
GCA_004371145.1_ASM437114v1,1,9
GCA_000629385.1_Pseu_aeru_BWH060_V1,0,0
GCA_004373805.1_ASM437380v1,0,9
GCA_000480575.1_Pseu_aeru_3096_V1,1,0
GCA_900455445.1_44927_H02,0,11
GCA_004373315.1_ASM437331v1,1,9
GCA_001420525.1_ASM142052v1,1,8
GCA_000481825.1_Pseu_aeru_S54485_V1,1,0
GCA_900455325.1_43295_F02,0,9
GCA_000629525.1_Pseu_aeru_BWH053_V1,0,0
GCA_004370345.1_ASM437034v1,1,8
GCA_004373415.1_ASM437341v1,0,9
GCA_003976775.1_ASM397677v1,1,9
GCA_000408865.1_Pseu_aeru_PAK_V1,0,0
GCA_000481165.1_Pseu_aeru_BWH027_V1,1,0
GCA_004373405.1_ASM437340v1,0,9
GCA_004374175.1_ASM437417v1,0,9
GCA_004372415.1_ASM437241v1,0,11
GCA_000520175.1_Pseu_aeru_PS50_V1,0,0
GCA_000629505.1_Pseu_aeru_BWH054_V1,0,0
GCA_000520355.1_Pseu_aeru_BWHPSA042_V1,1,0
GCA_001449425.1_WH-SGI-V-07069,0,8
GCA_000480885.1_Pseu_aeru_BL13_V1,0,0
GCA_000481705.1_Pseu_aeru_X13273_V1,0,0
GCA_004370985.1_ASM437098v1,0,9
GCA_004374185.1_ASM437418v1,1,8
GCA_003840555.1_ASM384055v1,1,8
GCA_000481185.1_Pseu_aeru_BWH026_V1,0,0
GCA_003976645.1_ASM397664v1,1,8
GCA_000520275.1_Pseu_aeru_BWHPSA046_V1,0,0
GCA_003839865.1_ASM383986v1,1,8
GCA_000481085.1_Pseu_aeru_BL03_V1,0,0
GCA_000481245.1_Pseu_aeru_BWH023_V1,1,0
GCA_001452995.1_WH-SGI-V-07265,1,8
GCA_004373665.1_ASM437366v1,1,8
GCA_000520235.1_Pseu_aeru_BWHPSA048_V1,1,0
GCA_000480665.1_Pseu_aeru_BL24_V1,0,0
GCA_003836685.1_ASM383668v1,1,8
GCA_004373965.1_ASM437396v1,1,9
GCA_004372985.1_ASM437298v1,0,9
GCA_004372135.1_ASM437213v1,1,8
GCA_004370625.1_ASM437062v1,1,9
GCA_001051345.1_PAMH19,0,11
GCA_000215775.5_PA13_miseq,1,0
GCA_000480845.1_Pseu_aeru_BL15_V1,1,0
GCA_008180925.1_ASM818092v1,0,14
GCA_003834305.1_ASM383430v1,1,8
GCA_004370285.1_ASM437028v1,1,9
GCA_000481685.1_Pseu_aeru_BWH001_V1,1,0
GCA_000481785.1_Pseu_aeru_U2504_V1,0,0
GCA_003975005.1_ASM397500v1,0,9
GCA_003838405.1_ASM383840v1,1,8
GCA_004378685.1_ASM437868v1,1,9
GCA_004372395.1_ASM437239v1,0,11
