genome_ID,CRISPR_Cas,AMR
GCA_001529935.1_ASM152993v1,1,6
GCA_006494915.1_ASM649491v1,0,13
GCA_001887985.3_ASM188798v3,0,11
GCA_904864495.1_INF208,0,6
GCA_013611495.1_ASM1361149v1,1,4
GCA_002848585.1_ASM284858v1,1,18
GCA_904863355.1_INF148,0,14
GCA_013731735.1_ASM1373173v1,1,4
GCA_002852365.2_ASM285236v2,0,15
GCA_015139975.1_ASM1513997v1,1,13
GCA_002970895.1_ASM297089v1,1,6
GCA_002269295.1_ASM226929v1,0,8
GCA_015355875.1_ASM1535587v1,0,12
GCA_006304565.1_ASM630456v1,0,15
GCA_001902195.1_ASM190219v1,0,18
GCA_013378215.1_ASM1337821v1,0,21
GCA_001902215.1_ASM190221v1,0,18
GCA_013416105.1_ASM1341610v1,0,18
GCA_013378195.1_ASM1337819v1,0,21
GCA_013378235.1_ASM1337823v1,0,21
GCA_013378175.1_ASM1337817v1,0,21
GCA_013378315.1_ASM1337831v1,0,21
GCA_001705385.1_ASM170538v1,0,16
GCA_013378295.1_ASM1337829v1,0,21
GCA_013378155.1_ASM1337815v1,0,21
GCA_013416085.1_ASM1341608v1,0,20
GCA_004322795.1_ASM432279v1,0,19
GCA_002948565.1_ASM294856v1,1,27
GCA_009661615.2_ASM966161v2,0,26
GCA_013349025.1_ASM1334902v1,0,15
GCA_013349005.1_ASM1334900v1,0,15
GCA_002249975.3_ASM224997v3,0,17
GCA_013348885.1_ASM1334888v1,0,15
GCA_002812385.1_ASM281238v1,0,13
GCA_013348985.1_ASM1334898v1,0,13
GCA_013348925.1_ASM1334892v1,0,13
GCA_013348905.1_ASM1334890v1,0,15
GCA_013348945.1_ASM1334894v1,0,13
GCA_013348965.1_ASM1334896v1,0,15
GCA_013349085.1_ASM1334908v1,0,15
GCA_902827215.1_SB5881,1,5
GCA_015290985.1_ASM1529098v1,1,30
GCA_013349065.1_ASM1334906v1,0,15
GCA_015355915.1_ASM1535591v1,0,13
GCA_013349045.1_ASM1334904v1,0,15
GCA_012029695.2_ASM1202969v2,1,11
GCA_015074925.1_ASM1507492v1,1,18
GCA_003261955.2_ASM326195v2,0,19
GCA_002257765.2_ASM225776v2,0,17
GCA_009914235.1_ASM991423v1,0,12
GCA_002811325.2_ASM281132v2,0,18
GCA_003037005.2_ASM303700v2,0,20
GCA_009914255.1_ASM991425v1,0,13
GCA_010586985.1_ASM1058698v1,1,13
GCA_004295405.1_ASM429540v1,1,25
GCA_001611055.1_ASM161105v1,1,5
GCA_009906875.1_ASM990687v1,0,4
GCA_002180315.1_ASM218031v1,1,35
GCA_011752495.1_ASM1175249v1,1,20
GCA_003073675.1_ASM307367v1,0,21
GCA_000968155.1_ASM96815v1,1,5
GCA_015239135.1_ASM1523913v1,0,14
GCA_009497755.1_ASM949775v1,1,7
GCA_003030045.1_ASM303004v1,0,17
GCA_003181055.1_ASM318105v1,1,19
GCA_002909775.2_ASM290977v2,0,24
GCA_003856595.1_ASM385659v1,1,19
GCA_008728415.1_ASM872841v1,0,9
GCA_015238655.1_ASM1523865v1,0,14
GCA_013811845.1_ASM1381184v1,0,6
GCA_000364385.3_ASM36438v3,0,30
GCA_001922465.1_ASM192246v1,0,30
GCA_012029935.2_ASM1202993v2,1,7
GCA_015239295.1_ASM1523929v1,0,16
GCA_003711065.1_ASM371106v1,0,16
GCA_015238895.1_ASM1523889v1,0,14
GCA_904863285.1_INF231,1,6
GCA_005944305.1_ASM594430v1,1,36
GCA_002202275.1_ASM220227v1,0,19
GCA_003934185.1_ASM393418v1,0,21
GCA_003429545.1_ASM342954v1,0,37
GCA_002787755.1_ASM278775v1,1,24
GCA_014041845.2_ASM1404184v2,0,18
GCA_004135795.1_ASM413579v1,1,30
GCA_001701835.2_ASM170183v2,0,33
GCA_012030545.2_ASM1203054v2,0,17
GCA_003571545.1_ASM357154v1,0,26
GCA_001908515.1_ASM190851v1,0,14
GCA_015355935.1_ASM1535593v1,0,16
GCA_003812105.1_ASM381210v1,0,12
GCA_001902355.1_ASM190235v1,0,22
GCA_009731405.1_ASM973140v1,1,13
GCA_002164855.2_ASM216485v2,0,17
GCA_002786755.1_ASM278675v1,1,30
GCA_011742505.2_ASM1174250v2,1,25
GCA_015286445.1_ASM1528644v1,1,6
GCA_002180295.1_ASM218029v1,0,16
GCA_904864455.1_INF345,0,17
GCA_012168575.2_ASM1216857v2,0,20
GCA_001307175.1_ASM130717v1,1,22
GCA_009906895.1_ASM990689v1,0,4
GCA_904866525.1_INF336,1,6
GCA_014304835.1_ASM1430483v1,0,13
GCA_002812365.1_ASM281236v1,0,10
GCA_013416125.1_ASM1341612v1,0,18
GCA_013305305.1_ASM1330530v1,0,16
GCA_002852945.2_ASM285294v2,0,23
GCA_001708245.1_ASM170824v1,1,6
GCA_009660375.2_ASM966037v2,0,18
GCA_015283665.1_ASM1528366v1,0,6
GCA_013376555.1_ASM1337655v1,0,7
GCA_005854025.1_ASM585402v1,0,11
GCA_002056475.1_ASM205647v1,0,25
GCA_904864645.1_INF079,1,6
GCA_013416035.1_ASM1341603v1,0,22
GCA_002192375.1_ASM219237v1,1,27
GCA_015287605.1_ASM1528760v1,0,23
GCA_011106795.1_ASM1110679v1,0,12
GCA_013416055.1_ASM1341605v1,0,17
GCA_015355955.1_ASM1535595v1,1,7
GCA_015355975.1_ASM1535597v1,1,7
GCA_011129215.1_ASM1112921v1,0,16
GCA_009791475.1_ASM979147v1,1,26
GCA_004319525.1_ASM431952v1,1,25
GCA_002903025.1_ASM290302v1,1,15
GCA_001455995.1_MS6671.v1,1,21
GCA_004295385.1_ASM429538v1,1,21
GCA_002180075.1_ASM218007v1,0,18
GCA_001022235.1_ASM102223v1,0,19
GCA_011769725.1_ASM1176972v1,1,34
GCA_001855315.1_ASM185531v1,1,29
GCA_900622645.1_KPC2,0,15
GCA_013378255.1_ASM1337825v1,0,19
GCA_003031345.1_ASM303134v1,1,19
GCA_013378275.1_ASM1337827v1,0,19
GCA_003054385.1_ASM305438v1,1,24
GCA_904863415.1_KSB1_8D,0,6
GCA_014905815.1_ASM1490581v1,0,24
GCA_013724605.1_ASM1372460v1,0,9
GCA_000714675.1_ASM71467v1,0,25
GCA_013376535.1_ASM1337653v1,1,8
GCA_001701845.2_ASM170184v2,0,18
GCA_000281435.2_ASM28143v2,0,18
GCA_003006175.1_ASM300617v1,1,26
GCA_003790485.1_ASM379048v1,0,14
GCA_002243445.1_ASM224344v1,0,12
GCA_000281535.2_ASM28153v2,0,18
GCA_001675125.1_ASM167512v1,0,18
GCA_000417225.2_ASM41722v2,0,21
GCA_004924315.1_ASM492431v1,1,9
GCA_002587885.1_ASM258788v1,0,21
GCA_001939885.2_ASM193988v2,1,6
GCA_015277755.1_ASM1527775v1,0,15
GCA_005853785.1_ASM585378v1,0,11
GCA_009867115.1_ASM986711v1,0,25
GCA_002192315.1_ASM219231v1,1,17
GCA_005854245.1_ASM585424v1,0,11
GCA_002833425.1_ASM283342v1,0,18
GCA_002833445.1_ASM283344v1,0,18
GCA_001521895.1_ASM152189v1,1,12
GCA_008693445.1_ASM869344v1,0,18
GCA_001870165.1_ASM187016v1,1,17
GCA_000294365.1_ASM29436v1,1,6
GCA_014725895.1_ASM1472589v1,0,24
GCA_015288605.1_ASM1528860v1,1,9
GCA_015278055.1_ASM1527805v1,0,6
GCA_016067835.1_ASM1606783v1,0,23
GCA_002833465.1_ASM283346v1,0,19
GCA_002156785.1_ASM215678v1,1,37
GCA_002180155.1_ASM218015v1,0,26
GCA_011106605.1_ASM1110660v1,0,24
GCA_009909305.1_ASM990930v1,1,6
GCA_011106775.1_ASM1110677v1,0,24
GCA_014041645.2_ASM1404164v2,0,16
GCA_001885255.2_ASM188525v2,1,25
GCA_009387815.1_ASM938781v1,1,19
GCA_002192335.1_ASM219233v1,0,25
GCA_002113865.1_ASM211386v1,0,31
GCA_003286995.1_ASM328699v1,1,12
GCA_014123345.1_ASM1412334v1,1,13
GCA_003288375.1_ASM328837v1,0,16
GCA_003855535.1_ASM385553v1,1,7
GCA_003855555.1_ASM385555v1,1,7
GCA_015356015.1_ASM1535601v1,0,16
GCA_009909325.1_ASM990932v1,1,6
GCA_003285145.1_ASM328514v1,1,6
GCA_012944055.1_ASM1294405v1,1,6
GCA_002211905.1_ASM221190v1,1,15
GCA_904864475.1_INF168,1,6
GCA_003038215.2_ASM303821v2,1,23
GCA_002180175.1_ASM218017v1,0,21
GCA_002257935.3_ASM225793v3,0,23
GCA_003428845.1_ASM342884v1,1,30
GCA_000742755.1_ASM74275v1,1,7
GCA_013834745.1_ASM1383474v1,1,6
GCA_015278095.1_ASM1527809v1,0,19
GCA_002202235.1_ASM220223v1,1,27
GCA_001708225.1_ASM170822v1,1,6
GCA_002202215.1_ASM220221v1,1,20
GCA_001908625.1_ASM190862v1,1,22
GCA_001908875.1_ASM190887v1,1,22
GCA_001908595.1_ASM190859v1,1,21
GCA_001908655.1_ASM190865v1,1,22
GCA_001908695.1_ASM190869v1,1,22
GCA_001908675.1_ASM190867v1,1,22
GCA_001956965.1_ASM195696v1,1,22
GCA_004120055.1_ASM412005v1,0,6
GCA_008122285.1_ASM812228v1,0,6
GCA_002258055.2_ASM225805v2,0,21
GCA_003932915.1_ASM393291v1,0,11
GCA_011045775.1_ASM1104577v1,0,44
GCA_003031325.1_ASM303132v1,1,26
GCA_904865685.1_INF182,0,6
GCA_002951595.1_ASM295159v1,0,17
GCA_001750805.1_ASM175080v1,1,15
GCA_904866235.1_INF122,0,6
GCA_002893825.1_ASM289382v1,0,14
GCA_014788765.1_ASM1478876v1,0,25
GCA_001663435.1_ASM166343v1,1,9
GCA_002258145.3_ASM225814v3,0,12
GCA_009556655.1_ASM955665v1,0,6
GCA_904865695.1_INF319,0,10
GCA_013407715.1_ASM1340771v1,0,6
GCA_003432185.1_ASM343218v1,0,6
GCA_016071735.1_ASM1607173v1,1,7
GCA_904863145.1_INF072,1,6
GCA_015774955.1_ASM1577495v1,0,28
GCA_015775135.1_ASM1577513v1,0,28
GCA_013407825.1_ASM1340782v1,0,6
GCA_014170935.1_ASM1417093v1,0,24
GCA_003037325.2_ASM303732v2,0,11
GCA_003931835.1_ASM393183v1,0,8
GCA_002848565.1_ASM284856v1,0,29
GCA_009734105.1_ASM973410v1,1,25
GCA_904863325.1_INF354,0,17
GCA_009791495.1_ASM979149v1,1,25
GCA_015289985.1_ASM1528998v1,1,6
GCA_015910145.1_ASM1591014v1,1,26
GCA_904864535.1_INF313,0,17
GCA_002055855.1_ASM205585v1,1,32
GCA_904864525.1_INF350,1,10
GCA_014361115.1_ASM1436111v1,0,15
GCA_003267985.1_ASM326798v1,1,36
GCA_904864545.1_KSB1_9J,0,6
GCA_014826045.1_ASM1482604v1,0,20
GCA_015694085.1_ASM1569408v1,0,16
GCA_002752815.1_ASM275281v1,0,17
GCA_904866405.1_INF279,0,17
GCA_904863315.1_INF177,1,6
GCA_015774895.1_ASM1577489v1,1,10
GCA_015775275.1_ASM1577527v1,1,10
GCA_011742585.2_ASM1174258v2,1,30
GCA_001611095.1_ASM161109v1,1,10
GCA_904863395.1_INF250,0,17
GCA_015355895.1_ASM1535589v1,0,12
GCA_002753375.1_ASM275337v1,0,6
GCA_001648215.1_ASM164821v1,1,20
GCA_009884395.1_ASM988439v1,0,8
GCA_011742415.2_ASM1174241v2,1,27
GCA_001663295.1_ASM166329v1,0,7
GCA_002056385.1_ASM205638v1,0,23
GCA_904864625.1_INF171,0,22
GCA_005885775.1_ASM588577v1,1,14
GCA_009720445.1_ASM972044v1,0,14
GCA_001952895.1_ASM195289v1,0,32
GCA_003432225.1_ASM343222v1,0,13
GCA_002163895.1_ASM216389v1,1,10
GCA_000733255.1_ASM73325v1,1,41
GCA_003204175.1_ASM320417v1,0,16
GCA_013694425.1_ASM1369442v1,1,16
GCA_002055765.1_ASM205576v1,1,18
GCA_004322955.1_ASM432295v1,1,8
GCA_009884415.1_ASM988441v1,1,19
GCA_013791265.1_ASM1379126v1,1,6
GCA_904866335.1_INF266,0,6
GCA_001746535.1_ASM174653v1,1,6
GCA_001663195.1_ASM166319v1,1,19
GCA_000807395.3_ASM80739v3,0,23
GCA_015355855.1_ASM1535585v1,1,6
GCA_013736155.1_ASM1373615v1,0,11
GCA_007197815.1_ASM719781v1,0,8
GCA_003069525.1_ASM306952v1,1,41
GCA_001709275.1_ASM170927v1,1,41
GCA_000814805.1_ASM81480v1,0,6
GCA_011769805.1_ASM1176980v1,0,24
GCA_003443755.1_ASM344375v1,0,20
GCA_002752995.1_ASM275299v1,0,6
GCA_002753355.1_ASM275335v1,0,6
GCA_011068365.1_ASM1106836v1,0,6
GCA_001663455.1_ASM166345v1,1,14
GCA_013374975.1_ASM1337497v1,0,17
GCA_009661105.2_ASM966110v2,1,19
GCA_904864445.1_KSB1_6G,0,6
GCA_002209405.1_ASM220940v1,1,10
GCA_904866185.1_KSB1_8J,0,6
GCA_011065365.1_ASM1106536v1,0,11
GCA_003074015.1_ASM307401v1,1,19
GCA_001902395.1_ASM190239v1,1,20
GCA_012167215.1_ASM1216721v1,0,6
GCA_003597755.1_ASM359775v1,0,20
GCA_003571585.1_ASM357158v1,0,7
GCA_000417085.2_ASM41708v2,0,17
GCA_014961485.1_ASM1496148v1,0,29
GCA_000813205.1_ASM81320v1,0,7
GCA_003597695.1_ASM359769v1,0,15
GCA_003597735.1_ASM359773v1,0,15
GCA_904866215.1_INF359,0,18
GCA_001022035.1_ASM102203v1,0,15
GCA_002202255.1_ASM220225v1,0,30
GCA_001902255.1_ASM190225v1,0,21
GCA_012167075.1_ASM1216707v1,1,6
GCA_003850165.1_ASM385016v1,0,20
GCA_904863205.1_INF008,0,17
GCA_003597715.1_ASM359771v1,0,15
GCA_900497475.1_ASM90049747v1,1,7
GCA_902723705.1_Kpn2166,0,7
GCA_002197505.1_ASM219750v1,0,29
GCA_000417265.2_ASM41726v2,0,12
GCA_002814015.1_ASM281401v1,0,6
GCA_015238555.1_ASM1523855v1,0,26
GCA_003073235.1_ASM307323v1,0,20
GCA_003855315.1_ASM385531v1,1,20
GCA_002850275.3_ASM285027v3,1,6
GCA_001456135.1_ASM145613v1,1,21
GCA_010367305.1_ASM1036730v1,0,21
GCA_012113655.1_ASM1211365v1,0,6
GCA_904866425.1_INF065,0,6
GCA_005347525.1_ASM534752v1,0,4
GCA_000764615.1_ASM76461v1,1,28
GCA_002761515.1_ASM276151v1,0,6
GCA_002918585.2_ASM291858v2,0,19
GCA_000016305.1_ASM1630v1,0,23
GCA_904863175.1_KSB1_7G,0,7
GCA_013282295.1_ASM1328229v1,0,8
GCA_000814305.1_ASM81430v1,1,25
GCA_001741545.1_ASM174154v1,0,13
GCA_011006575.1_ASM1100657v1,0,16
GCA_001721725.1_ASM172172v1,0,6
GCA_003571605.1_ASM357160v1,0,19
GCA_001741665.1_ASM174166v1,0,18
GCA_007833575.1_ASM783357v1,1,6
GCA_015353095.1_ASM1535309v1,0,24
GCA_003571645.1_ASM357164v1,0,18
GCA_009661665.2_ASM966166v2,1,24
GCA_015277975.1_ASM1527797v1,0,7
GCA_002951555.1_ASM295155v1,0,15
GCA_000717515.1_ASM71751v1,0,8
GCA_001456095.3_ASM145609v3,0,14
GCA_000406765.2_ASM40676v2,0,12
GCA_001456055.3_ASM145605v3,0,16
GCA_904863095.1_INF174,1,15
GCA_000512165.1_ASM51216v1,0,21
GCA_011769825.1_ASM1176982v1,1,30
GCA_013734035.1_ASM1373403v1,0,9
GCA_900635995.1_38273_C01,0,6
GCA_000784985.1_ASM78498v1,0,11
GCA_015832035.1_ASM1583203v1,0,6
GCA_014189335.1_ASM1418933v1,1,16
GCA_003812085.1_ASM381208v1,0,5
GCA_011742515.2_ASM1174251v2,0,15
GCA_002944845.1_ASM294484v1,0,26
GCA_013735155.1_ASM1373515v1,0,6
GCA_013694405.1_ASM1369440v1,1,23
GCA_015283885.1_ASM1528388v1,1,7
GCA_009661455.2_ASM966145v2,0,12
GCA_904865675.1_INF358,0,6
GCA_009387775.1_ASM938777v1,1,19
GCA_015286225.1_ASM1528622v1,1,7
GCA_004141975.1_ASM414197v1,0,17
GCA_900636455.1_42166_D01,0,7
GCA_000784945.1_ASM78494v1,0,12
GCA_002753555.1_ASM275355v1,0,28
GCA_002753405.1_ASM275340v1,0,24
GCA_013409055.1_ASM1340905v1,0,5
GCA_000739495.1_ASM73949v1,0,28
GCA_013731305.1_ASM1373130v1,0,17
GCA_904865785.1_INF142,0,25
GCA_002753055.1_ASM275305v1,0,29
GCA_002753075.1_ASM275307v1,0,29
GCA_002741685.1_ASM274168v1,0,29
GCA_001908895.1_ASM190889v1,0,14
GCA_003660185.1_ASM366018v1,0,6
GCA_013408755.1_ASM1340875v1,0,6
GCA_001902415.1_ASM190241v1,0,18
GCA_904866535.1_KSB1_8C,1,13
GCA_004322995.1_ASM432299v1,1,9
GCA_904864605.1_INF044,0,16
GCA_002752975.1_ASM275297v1,0,24
GCA_002753605.1_ASM275360v1,0,24
GCA_000597905.1_ASM59790v1,0,9
GCA_003429065.3_ASM342906v3,1,15
GCA_015288205.1_ASM1528820v1,1,6
GCA_002811335.4_ASM281133v4,1,29
GCA_008693425.1_ASM869342v1,0,8
GCA_014764345.1_ASM1476434v1,0,19
GCA_003037615.2_ASM303761v2,0,20
GCA_004332075.1_ASM433207v1,0,7
GCA_013407605.1_ASM1340760v1,0,6
GCA_003432265.1_ASM343226v1,0,6
GCA_014169335.1_ASM1416933v1,0,7
GCA_013409165.1_ASM1340916v1,0,6
GCA_014883955.1_ASM1488395v1,0,19
GCA_904866415.1_INF201,1,6
GCA_003855335.1_ASM385533v1,1,15
GCA_003031505.1_ASM303150v1,0,22
GCA_003432285.1_ASM343228v1,1,6
GCA_003571705.1_ASM357170v1,1,23
GCA_011682835.2_ASM1168283v2,0,18
GCA_003030145.1_ASM303014v1,1,27
GCA_001482345.1_ASM148234v1,1,6
GCA_000981845.1_ASM98184v1,1,21
GCA_008632415.1_ASM863241v1,1,48
GCA_004010995.1_ASM401099v1,0,14
GCA_014168575.1_ASM1416857v1,0,14
GCA_009601745.1_ASM960174v1,1,7
GCA_904866475.1_KSB2_9B,0,11
GCA_003432205.1_ASM343220v1,0,6
GCA_015694065.1_ASM1569406v1,0,14
GCA_003073315.1_ASM307331v1,0,17
GCA_013426775.1_ASM1342677v1,0,8
GCA_002968475.1_ASM296847v1,1,25
GCA_000445405.1_ASM44540v1,0,21
GCA_014524525.1_ASM1452452v1,1,21
GCA_004295605.1_ASM429560v1,1,6
GCA_004120015.1_ASM412001v1,0,30
GCA_004120135.1_ASM412013v1,0,6
GCA_904866255.1_INF223,0,17
GCA_003432245.1_ASM343224v1,0,6
GCA_006965405.3_ASM696540v3,1,12
GCA_009661415.2_ASM966141v2,1,6
GCA_013376595.1_ASM1337659v1,0,6
GCA_003330945.1_ASM333094v1,0,6
GCA_013745295.1_ASM1374529v1,1,6
GCA_904866295.1_KSB2_1C,0,6
GCA_002752955.1_ASM275295v1,1,17
GCA_904866205.1_INF145,1,6
GCA_015289145.1_ASM1528914v1,1,6
GCA_008693405.1_ASM869340v1,1,19
GCA_014170015.1_ASM1417001v1,0,20
GCA_904863055.1_INF022,1,6
GCA_002116885.1_ASM211688v1,0,6
GCA_002951635.1_ASM295163v1,1,7
GCA_002753165.1_ASM275316v1,0,24
GCA_000598005.1_ASM59800v1,0,19
GCA_001022175.1_ASM102217v1,1,21
GCA_004006035.1_ASM400603v1,0,18
GCA_901421925.1_38656_F01,1,7
GCA_009497735.1_ASM949773v1,1,43
GCA_904863335.1_KSB1_5B,1,23
GCA_011764365.2_ASM1176436v2,1,36
GCA_013704985.1_ASM1370498v1,1,5
GCA_000220485.1_ASM22048v1,0,6
GCA_002248115.3_ASM224811v3,0,18
GCA_015290925.1_ASM1529092v1,0,29
GCA_003181135.1_ASM318113v1,0,16
GCA_015138775.1_ASM1513877v1,0,7
GCA_003574235.1_ASM357423v1,1,30
GCA_002852995.3_ASM285299v3,0,9
GCA_003194285.1_ASM319428v1,1,17
GCA_003181095.1_ASM318109v1,0,15
GCA_008065415.1_ASM806541v1,0,17
GCA_013796245.1_ASM1379624v1,1,13
GCA_003953905.1_ASM395390v1,1,7
GCA_904863435.1_KSB1_1B,1,7
GCA_013796485.1_ASM1379648v1,1,13
GCA_009661725.2_ASM966172v2,0,6
GCA_003571745.1_ASM357174v1,1,21
GCA_904865805.1_INF144,1,6
GCA_015277995.1_ASM1527799v1,0,7
GCA_000009885.1_ASM988v1,1,6
GCA_009497695.1_ASM949769v1,1,6
GCA_014725775.1_ASM1472577v1,0,16
GCA_003432405.1_ASM343240v1,0,12
GCA_007873865.1_ASM787386v1,0,31
GCA_003076555.1_ASM307655v1,0,13
GCA_904865765.1_KSB2_9A,0,18
GCA_904863295.1_KSB2_2B,0,33
GCA_902723695.1_Kpn154,0,7
GCA_015289765.1_ASM1528976v1,1,7
GCA_015289545.1_ASM1528954v1,1,7
GCA_904864505.1_INF331,0,6
GCA_013749075.1_ASM1374907v1,0,12
GCA_904859915.1_INF007,0,6
GCA_008931565.1_ASM893156v1,0,15
GCA_003408615.1_ASM340861v1,1,17
GCA_904863185.1_INF192,0,6
GCA_016629585.1_ASM1662958v1,1,6
GCA_000695935.1_ASM69593v1,1,23
GCA_002591075.1_ASM259107v1,1,25
GCA_013737695.1_ASM1373769v1,1,6
GCA_001887995.2_ASM188799v2,0,17
GCA_904866375.1_INF242,0,6
GCA_001952875.1_ASM195287v1,1,18
GCA_904863075.1_INF334,0,6
GCA_004014965.1_ASM401496v1,0,6
GCA_015285145.1_ASM1528514v1,1,6
GCA_001709295.1_ASM170929v1,1,20
GCA_004137665.1_ASM413766v1,0,6
GCA_002754835.1_ASM275483v1,0,18
GCA_015219805.1_ASM1521980v1,1,34
GCA_904864485.1_KSB2_8B,0,18
GCA_904866555.1_INF102,0,4
GCA_002752905.1_ASM275290v1,0,7
GCA_003692695.1_ASM369269v1,1,11
GCA_904865825.1_INF018,0,7
GCA_013813035.1_ASM1381303v1,0,6
GCA_900497055.1_KP920,0,17
GCA_904863115.1_INF329,0,14
GCA_904863215.1_INF277,0,26
GCA_904866485.1_KSB1_1H,0,13
GCA_904863195.1_INF133,0,19
GCA_004138665.1_ASM413866v1,0,28
GCA_001936035.1_ASM193603v1,1,6
GCA_904864515.1_KSB2_2C,0,18
GCA_002753035.1_ASM275303v1,0,13
GCA_904865795.1_KSB2_10B,0,18
GCA_904865845.1_INF302,0,18
GCA_002753015.1_ASM275301v1,1,14
GCA_904866195.1_INF327,0,13
GCA_000785005.1_ASM78500v1,1,17
GCA_904864595.1_INF333,0,18
GCA_013783245.1_ASM1378324v1,0,6
GCA_001530015.1_ASM153001v1,1,6
GCA_904863225.1_KSB1_6J,0,18
GCA_003071305.1_ASM307130v1,0,19
GCA_904863365.1_INF049,0,6
GCA_003204465.1_ASM320446v1,0,22
GCA_008931345.1_ASM893134v1,1,24
GCA_904866315.1_INF346,0,7
GCA_015277935.1_ASM1527793v1,0,22
